Hero Damage,Damage Taken,Teamfight Participation,Turret Damage,Performance,Role,Role Id,Analysis
12,20,50,0,Bad,Exp,3,"Permainan kurang baik, fokus untuk clear minion kemudian, ikut perang jika dibutuhkan, komunikasikan dengan teman satu tim"
26,29,31,16,Bad,Exp,3,"Permainan kurang baik, fokus untuk clear minion kemudian, ikut perang jika dibutuhkan, komunikasikan dengan teman satu tim"
12,21,25,37,Good,Exp,3,"Permainan sangat baik, pertahankan permainan mu, tingkatkan kemampuan micro, macro serta mekanik, perhatikan posisi lawan agar tidak terpick off dan jangan over commit"
13,12,40,0,Bad,Exp,3,"Permainan kurang baik, fokus untuk clear minion kemudian, ikut perang jika dibutuhkan, komunikasikan dengan teman satu tim"
7,25,17,4,Bad,Exp,3,"Terlalu sering terpick off, fokus unutk melakukan objektif terlebih dahulu, jangan memaksa jika sering mati, komunikasikan dengan tim"
4,11,6,0,Bad,Exp,3,"Permainan sangat buruk, fokus objektif dan melakukan rotasi jika memungkinkan, jangan terlalu over commit saat by one maupun war"
13,26,0,33,Bad,Exp,3,"perhatikan map dan komunikasikan dengan teman agar tidak terkena ganking, objektif sudah bagus, lakukan rotasi dan bantu tim saat war"
26,28,47,15,Bad,Exp,3,"Permainan sudah bagus, tingkatkan lagi untuk objektif turret, jangan sering terpick off, perhatikan map dan komikasikan dengan tim"
23,27,69,96,Good,Exp,3,"Permainan sangat baik, pertahankan permainan mu, tingkatkan kemampuan micro, macro serta mekanik, perhatikan posisi lawan agar tidak terpick off dan jangan over commit"
31,35,88,33,Bad,Exp,3,"Permainan sudah bagus, tingkatkan lagi untuk objektif turret, jangan sering terpick off, perhatikan map dan komikasikan dengan tim"
27,31,64,19,Bad,Exp,3,"Permainan kurang baik, fokus untuk clear minion kemudian, ikut perang jika dibutuhkan, komunikasikan dengan teman satu tim"
17,32,48,0,Bad,Exp,3,"Permainan kurang baik, fokus untuk clear minion kemudian, ikut perang jika dibutuhkan,jika tidak maka lakukan objektif turret, komunikasikan dengan teman satu tim,"
14,19,47,16,Bad,Exp,3,"Permainan kurang baik, fokus untuk clear minion kemudian, ikut perang jika dibutuhkan, komunikasikan dengan teman satu tim"
7,25,0,0,Bad,Exp,3,"Permainan sangat buruk, perhatikan posisi dan mapping lawan, agar tidak sering terpick off, lakkan objektif dan rotasi jika diperlukan"
15,28,45,26,Bad,Exp,3,"Fokus untuk objektif, jika tidak bisa rotasi maka tahan lane, jangan paksa untuk melakukan by one"
27,32,54,0,Bad,Exp,3,"Permainan kurang baik, fokus untuk clear minion kemudian, ikut perang jika dibutuhkan, komunikasikan dengan teman satu tim"
18,28,43,27,Bad,Exp,3,"Permainan cukup bagus, hanya terlalu over commit, jangan terlalu memaksa turret jika berhasil clear lane, perhatikan map terlebih dahulu"
16,38,57,41,Good,Exp,3,"Permainan sangat baik, pertahankan permainan mu, tingkatkan kemampuan micro, macro serta mekanik, perhatikan posisi lawan agar tidak terpick off dan jangan over commit"
15,16,38,17,Bad,Exp,3,"Terfokus pada penjagaan lane, kurang partisipasi dalam teamfight namun bisa  mempertahankan lane"
21,21,29,59,Bad,Exp,3,memfokuskan pada penjagaan lane dan menghancurkan turret namun kurang partisipasi dalam team fight
28,33,50,24,Bad,Exp,3,penerimaan damage yang cukup besar  dan focus kepada penghancuran turret dilane yang ditempati.
26,31,52,13,Bad,Exp,3,"Damage dealer tertinggi dalam tim, rate damage taken yg cukup baik sebagai offlaner hampir menyamai tank, partisipasi war yang baik, rate turret damage lawan yang sangat kurang sebagai offlaner."
18,22,62,56,Good,Exp,3,"Rate turret damage yang sangat baik sebagai offlaner, dan partisipasi war yang cukup baik."
19,17,35,1,Good,Mid,4,"Permainan yang baik, partisipasi dalam perang sudah baik, perhatikan posisi saat perang agar tidak terpick off "
16,14,0,26,Normal,Mid,4,"fokus objektif merupakan hal yang bagus namun jangan lupa untuk membantu dalam peperangan, dan melakukan rotasi  untuk membantu sisi samping"
25,18,71,11,Bad,Mid,4,"fokus untuk memberikan damage kepada hero lawan , namun tetap menjaga posisi dan selalu memperhatikan map agar tidak terkena surprise attack"
13,13,34,19,Bad,Mid,4,"terlalu sering ter pick off sehingga merugikan tim, jaga posisi dan jangan terlalu over commit, fokus memberikan damage dan cover jungler jika diperlukan"
13,10,24,0,Good,Mid,4,"Permainan yang baik, partisipasi dalam perang sudah baik, perhatikan posisi saat perang agar tidak terpick off "
42,24,50,0,Good,Mid,4,"Permainan yang baik, partisipasi dalam perang sudah baik, perhatikan posisi saat perang agar tidak terpick off "
20,19,47,2,Bad,Mid,4,"tingkatkan untuk memberikan damage terhadap hero lawan, namun jangan terlalu over commit "
21,21,76,0,Bad,Mid,4,"terlalu sering ter pick off sehingga merugikan tim, jaga posisi dan jangan terlalu over commit, fokus memberikan damage dan cover jungler jika diperlukan"
16,10,61,20,Bad,Mid,4,"tingkatkan untuk memberikan damage terhadap hero lawan, namun jangan terlalu over commit perhatikan posisi dan selalu perhatikan map"
12,11,45,11,Bad,Mid,4,"tingkatkan untuk memberikan damage terhadap hero lawan, namun jangan terlalu over commit perhatikan posisi dan selalu perhatikan map"
23,12,43,12,Good,Mid,4,"Permainan yang baik, partisipasi dalam perang sudah baik, perhatikan posisi saat perang agar tidak terpick off "
37,13,75,24,Good,Mid,4,"Permainan yang baik, partisipasi dalam perang sudah baik, perhatikan posisi saat perang agar tidak terpick off "
8,14,0,0,Bad,Mid,4,"Permainan buruk, bantu tim saat perang dan saat melakukan ganking, fokus memberikan poking atau burst damage ke hero lawan"
28,15,50,100,Bad,Mid,4,"fokus objektif merupakan hal yang bagus namun jangan lupa untuk membantu dalam peperangan, dan melakukan rotasi  untuk membantu sisi samping, selain itu perhatikan map dan posisi"
29,19,83,12,Normal,Mid,4,"perhatikan map dan selalu komunikasikan dengan tim untuk info posisi lawan, hati-hati agar tidak terpick off duluan"
22,18,40,0,Good,Mid,4,"Pertahankan permainanmu, damage dan rotasi yang kamu berikan sudah bagus, namun perhatikan posisi dan jangan over commit"
28,12,56,2,Good,Mid,4,"Pertahankan permainanmu, damage dan rotasi yang kamu berikan sudah bagus"
22,16,76,24,Bad,Mid,4,"Tingkatkan lagi untuk memberikan damage kepada hero lawan, cari posisi yang aman ketika ganking dan perang"
17,22,77,10,Bad,Mid,4,"perhatikan posisi dan perhatikan map agar tidak terpick off oleh hero lawan,  jangan terburu-buru perhatikan sekeliling terutama untuk hero back door"
35,10,69,22,Good,Mid,4,"Pertahankan permainanmu, damage dan rotasi yang kamu berikan sudah bagus"
28,11,48,25,Bad,Mid,4,"fokus objektif merupakan hal yang bagus namun jangan lupa untuk membantu dalam peperangan, dan melakukan rotasi  untuk membantu sisi samping"
11,17,63,0,Bad,Mid,4,"perhatikan posisi dan perhatikan map agar tidak terpick off oleh hero lawan,  jangan terburu-buru perhatikan sekeliling terutama untuk hero back door"
29,13,79,6,Normal,Mid,4,"perhatikan map dan selalu komunikasikan dengan tim untuk info posisi lawan, hati-hati agar tidak terpick off duluan"
33,6,13,75,Bad,Mid,4,"fokus objektif merupakan hal yang bagus namun jangan lupa untuk membantu dalam peperangan, dan melakukan rotasi  untuk membantu sisi samping. Tingkatkan lagi komunikasi dengan tim"
22,14,58,19,Bad,Mid,4,"Tingkatkan lagi untuk memberikan damage kepada hero lawan, cari posisi yang aman ketika ganking dan perang, rotasi sudah baik"
13,13,20,21,Bad,Mid,4,"Tingkatkan lagi untuk memberikan damage kepada hero lawan, cari posisi yang aman ketika ganking dan perang"
20,16,58,18,Bad,Mid,4,"Tingkatkan lagi untuk memberikan damage kepada hero lawan, cari posisi yang aman ketika ganking dan perang"
17,15,57,6,Bad,Mid,4,"Tingkatkan lagi untuk memberikan damage kepada hero lawan, cari posisi yang aman ketika ganking dan perang"
29,10,73,0,Good,Mid,4,"Permainan yang baik, partisipasi dalam perang sudah baik, perhatikan posisi saat perang agar tidak terpick off "
14,7,42,3,Bad,Mid,4,"Rotasi sudah bagus, berikan poking damage kepada lawan, perhatikan posisi dan map agar tidak terpick off oleh hero yang melakukan serangn dari belakang"
27,13,63,24,Bad,Mid,4,"Rotasi sudah bagus, berikan poking damage kepada lawan, perhatikan posisi dan map agar tidak terpick off oleh hero yang melakukan serangn dari belakang"
25,7,82,9,Normal,Mid,4,"Damage yang diberikan sudah baik hanya perlu ditingkatkan lagi, untuk rotasi juga cukup baik, terus tingkatkan lagi"
16,19,69,0,Bad,Mid,4,"perhatikan posisi dan perhatikan map agar tidak terpick off oleh hero lawan,  jangan terburu-buru perhatikan sekeliling terutama untuk hero back door"
24,18,60,4,Bad,Mid,4,"Rotasi sudah bagus, berikan poking damage kepada lawan, perhatikan posisi dan map agar tidak terpick off oleh hero yang melakukan serangn dari belakang"
25,14,50,0,Good,Mid,4,"Permainan yang baik, partisipasi dalam perang sudah baik, perhatikan posisi saat perang agar tidak terpick off "
25,14,68,28,Bad,Mid,4,"Tingkatkan poking damage atau burst kepada hero lawan, objektif memang penting namun tetp fokus untuk memberikan damage dan melindung jungler"
26,19,48,26,Bad,Mid,4,"Rotasi sudah bagus, berikan poking damage kepada lawan, perhatikan posisi dan map agar tidak terpick off oleh hero yang melakukan serangn dari belakang"
27,16,65,11,Normal,Mid,4,"Damage yang diberikan sudah baik hanya perlu ditingkatkan lagi, untuk rotasi juga cukup baik, terus tingkatkan lagi"
24,15,67,7,Bad,Mid,4,"Rotasi sudah bagus, berikan poking damage kepada lawan, perhatikan posisi dan map agar tidak terpick off oleh hero yang melakukan serangn dari belakang"
19,14,52,4,Bad,Mid,4,"Jangan over commit, perhatikan posisi saat memberikan damage kepada lawan, untuk rotasi sudah baik"
17,8,45,12,Bad,Mid,4,"Rotasi sudah bagus, berikan poking damage kepada lawan, perhatikan posisi dan map agar tidak terpick off oleh hero yang melakukan serangn dari belakang"
27,14,67,8,Normal,Mid,4,"permainan sudah bagus, pehatikan posisi saat perang dan fokus memberikan poking damage atau burst damage"
26,7,53,7,Good,Mid,4,"Permainan yang baik, partisipasi dalam perang sudah baik, perhatikan posisi saat perang agar tidak terpick off "
29,15,63,2,Good,Mid,4,"Permainan yang baik, partisipasi dalam perang sudah baik, perhatikan posisi saat perang agar tidak terpick off "
21,13,31,0,Good,Mid,4,"Permainan yang baik, partisipasi dalam perang sudah baik, perhatikan posisi saat perang agar tidak terpick off "
23,14,44,12,Bad,Mid,4,"Tingkatkan lagi untuk memberikan damage kepada hero lawan, cari posisi yang aman ketika ganking dan perang, untuk rotasi  dan partisipasi dalam perang sudah baik"
32,18,20,0,Good,Mid,4,"Permainan bagus namun tingkatkan lagi rotasimu untuk membantu sisi samping, serta perhatikan posisi jangan terlalu banyak memakan damage lawan"
34,13,50,4,Good,Mid,4,"Permainan yang baik, partisipasi dalam perang sudah baik, perhatikan posisi saat perang agar tidak terpick off "
18,27,81,0,Bad,Mid,4,"perhatikan posisi dan perhatikan map agar tidak terpick off oleh hero lawan,  jangan terburu-buru perhatikan sekeliling terutama untuk hero back door"
35,19,100,0,Normal,Mid,4,"Damage yang diberikan sudah baik hanya perlu ditingkatkan lagi, untuk rotasi juga cukup baik, terus tingkatkan lagi"
27,11,44,9,Good,Mid,4,"Permainan yang baik, partisipasi dalam perang sudah baik, perhatikan posisi saat perang agar tidak terpick off "
21,14,54,0,Bad,Mid,4,"Tingkatkan lagi untuk memberikan damage kepada hero lawan, cari posisi yang aman ketika ganking dan perang, untuk rotasi  dan partisipasi dalam perang sudah baik"
17,8,65,8,Bad,Mid,4,"Tingkatkan lagi untuk memberikan damage kepada hero lawan, cari posisi yang aman ketika ganking dan perang, untuk rotasi  dan partisipasi dalam perang sudah baik"
26,9,53,38,Bad,Mid,4,"Tingkatkan lagi untuk memberikan damage kepada hero lawan, cari posisi yang aman ketika ganking dan perang, untuk rotasi  dan partisipasi dalam perang sudah baik"
23,7,55,24,Bad,Mid,4,"Tingkatkan lagi untuk memberikan damage kepada hero lawan, cari posisi yang aman ketika ganking dan perang, untuk rotasi  dan partisipasi dalam perang sudah baik"
26,13,53,5,Good,Mid,4,"Permainan yang baik, partisipasi dalam perang sudah baik, perhatikan posisi saat perang agar tidak terpick off "
18,16,50,0,Bad,Mid,4,"perhatikan map dan komunikasikan posisi lawan, jangan over commit saat memberkan damage"
33,8,52,5,Good,Mid,4,"Permainan yang baik, partisipasi dalam perang sudah baik, perhatikan posisi saat perang agar tidak terpick off "
35,11,77,0,Good,Mid,4,"Permainan yang baik, partisipasi dalam perang sudah baik, perhatikan posisi saat perang agar tidak terpick off "
23,11,54,9,Normal,Mid,4,"Damage yang diberikan sudah baik hanya perlu ditingkatkan lagi, untuk rotasi juga cukup baik, terus tingkatkan lagi"
15,20,36,0,Bad,Mid,4,"Tingkatkan lagi untuk memberikan damage kepada hero lawan, cari posisi yang aman ketika ganking dan perang"
22,14,37,0,Good,Mid,4,Hero damage yang diberikan cukup banyak teamfight yang dilakukan cukup baik namun makro yang kurang maksimal.
28,11,80,0,Normal,Mid,4,Partisipasi teamfight yang tinggi dan mampu memberikan hero damage yang cukup besar kepda lawan.
29,13,72,7,Normal,Mid,4,Teamfight yang cukup bagus damage yang cukup banyak diberikan dan makro yang cukup baik
31,10,65,0,Good,Mid,4,Partisipasi yang cukup baik dalam teamfight dan hero damage yang cukup besar diberikan kpada lawan
29,14,64,0,Good,Mid,4,"Kerja sama antar anggota tim cukup baik saat sedang perang, namun kerjasama untuk menjalankan tugas utama (menghancurkan turret) kurang baik. Permainan perlu ditingkatkan "
22,7,60,8,Normal,Mid,4,"Kerja sama antar anggota tim cukup baik saat sedang perang, namun kerjasama untuk menjalankan tugas utama (menghancurkan turret) kurang baik. Beruntung anggota lain dapat menguasai permainan. Permainan perlu ditingkatkan "
5,30,63,0,Good,Roam,5,"Permainan seorang tank yang sangat baik, selalu hadir saat perang dan rotasi  membantu sisi samping"
20,13,67,2,Bad,Roam,5,"Fokus untuk melindungi bukan untuk memberikan damage, bantu untuk tahan badan saat perang"
13,23,45,4,Good,Roam,5,"Permainan sudah baik, tingkatkan lagi rotasi untuk membackup sisi samping, dan jangan takut mati"
21,35,52,0,Good,Roam,5,"rotasi untuk membantu sudah baik, tidak usah terlalu fokus untuk membunuh hero lawan kecuali kondisi memaksa"
15,17,100,0,Bad,Roam,5,"Terlalu sering melakukan war, jangan melakukan inisiasi dan komunikasi kan kepada tim sehingga perang tidak sia-sia"
18,41,56,2,Good,Roam,5,"Permainan seorang tank yang sangat baik, selalu hadir saat perang dan rotasi  membantu sisi samping"
20,32,53,4,Good,Roam,5,"Permainan sudah baik, tingkatkan lagi rotasi untuk membackup sisi samping, dan jangan takut mati"
21,25,83,11,Bad,Roam,5,"Tugas sebagai sudah terlaksana dengan baik, namun terlalu fokus untuk memberikan damage kepada hero lawan"
13,33,48,7,Good,Roam,5,"Permainan sudah baik, tingkatkan lagi rotasi untuk membackup sisi samping, dan jangan takut mati"
6,26,43,6,Good,Roam,5,"Permainan baik, tingkatkan lagi rotasi untuk membackup sisi samping, dan jangan takut mati"
4,20,33,4,Good,Roam,5,"Permainan baik, tingkatkan lagi rotasi untuk membackup sisi samping, dan jangan takut mati"
10,16,0,0,Bad,Roam,5,"Permainan sangat buruk, tidak ikut berpartisipasi dalam setiap war. Tingkatkan rotasi lagi"
12,26,25,0,Good,Roam,5,"Permainan sudah baik, tingkatkan lagi rotasi untuk membackup sisi samping, dan jangan takut mati"
16,13,52,3,Bad,Roam,5,Partisipasi dalam perang sudah bagus namun damage yang diterima terlalu sedikit dan lebih fokus untuk memberikan damage. Jadilah perisai untuk tim mu
18,28,50,15,Good,Roam,5,"Permainan cukup baik, jangan takut mati karena melindungi adalah tugas seorang tank"
20,19,40,0,Bad,Roam,5,Partisipasi dalam perang sudah bagus namun damage yang diterima terlalu sedikit dan lebih fokus untuk memberikan damage. Jadilah perisai untuk tim mu
17,27,78,2,Normal,Roam,5,"Permainan baik, rotasi untuk membackup sisi samping sudah baik, namun tingkatkan lagi untuk tahan badan terhadap serangan lawan"
9,30,88,1,Normal,Roam,5,"Permainan baik, tingkatkan lagi rotasi untuk membackup sisi samping, dan jangan ragu saat mengcover teman"
13,19,92,14,Bad,Roam,5,"Terlalu sering melakukan war, jangan melakukan inisiasi jika ragu dan komunikasi kan kepada tim sehingga perang tidak sia-sia"
17,21,62,14,Bad,Roam,5,"Terlalu sering melakukan war, jangan melakukan inisiasi jika ragu dan komunikasi kan kepada tim sehingga perang tidak sia-sia"
12,25,59,6,Normal,Roam,5,"Permainan sudah baik, tingkatkan lagi rotasi untuk membackup sisi samping, dan jangan takut mati"
13,33,56,0,Good,Roam,5,"Rotasi dan cover hero sudah baik, terus pertahankan"
17,24,88,6,Bad,Roam,5,"Terlalu sering melakukan war, jangan melakukan inisiasi jika ragu dan komunikasi kan kepada tim sehingga perang tidak sia-sia"
13,25,59,6,Normal,Roam,5,"Rotasi dan cover hero sudah baik, hanya sedikit ragu saat mengcover"
13,33,26,0,Good,Roam,5,"Cover sudah baik, tingkatkan lagi rotasi dan partisipasi saat perang"
13,27,47,5,Good,Roam,5,"Permainan sudah baik,  rotasi sudah bagus untuk membackup sisi samping, dan jangan takut mati"
13,33,37,0,Good,Roam,5,"Permainan sudah baik,  rotasi sudah bagus untuk membackup sisi samping, dan jangan takut mati"
9,35,58,0,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
12,31,52,3,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
10,40,73,5,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
9,26,63,0,Bad,Roam,5,"Terlalu sering melakukan war, jangan melakukan inisiasi jika ragu dan komunikasi kan kepada tim sehingga perang tidak sia-sia"
12,38,60,12,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
8,25,57,9,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
14,30,67,12,Normal,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
7,29,52,6,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
11,29,52,0,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
9,30,56,3,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
17,33,76,3,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
9,31,48,3,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
14,25,40,4,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
13,36,80,0,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
9,24,39,11,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
9,25,30,9,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
13,35,63,3,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
9,36,66,3,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
25,31,80,0,Bad,Roam,5,"Terlalu fokus kepada memberikan damage, sehingga kurang mengcover teman satu tim, namun untuk rotasinya sudah baik"
26,18,58,35,Bad,Roam,5,"Terlalu fokus kepada memberikan damage, sehingga kurang mengcover teman satu tim, objektif turret penting namun melindungi adalah hal utama"
9,25,75,0,Bad,Roam,5,"Rotasi sudah baik, namun masih ragu saat sedang menahan serangan lawan, jagan ragu asalakan tim kita selamat"
17,18,67,0,Bad,Roam,5,"Jangan takut mati saat perang berlangsung, agar teman satu tim aman"
8,14,53,9,Bad,Roam,5,"Jangan takut mati saat perang berlangsung, agar teman satu tim aman"
8,27,46,0,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
7,33,59,1,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
9,27,47,6,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
19,29,69,3,Normal,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
10,32,59,6,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
19,31,100,0,Normal,Roam,5,"Permaina sangat luar biasa, rotasi  dan cover sudah baik, namun jangan ragu saat tahan badan"
6,31,39,8,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
9,31,69,0,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
5,28,64,6,Good,Roam,5,"Permainan yang mengesankan, partisipasi saat peperangan sangat baik, jangan takut mati saat perang berlangsung"
22,22,86,22,Bad,Roam,5,"Fokus untuk melindungi bukan untuk memberikan damage, bantu untuk tahan badan saat perang"
10,17,57,6,Normal,Roam,5,Memiliki partisipasi besar dalam teamfight  dan penguasaan map(makro) yang cukup baik.
15,35,33,2,Good,Roam,5,"Damage taken yang sangat baik sebagai tanker, dan partisipasi war yang cukup baik."
